step,loss,lr,tokens_per_sec,elapsed_sec,token_accuracy,gpu_mem_gb,grad_norm
step,loss,lr,tokens_per_sec,elapsed_sec,token_accuracy,gpu_mem_gb,grad_norm
76400,0.094169,3.00e-04,1653,197136.8,0.9826,13.66,0.3769
76500,0.090297,3.00e-04,1653,197395.0,0.9832,13.66,0.3369
76600,0.093041,3.00e-04,1653,197655.6,0.9827,13.66,0.3902
76700,0.090524,3.00e-04,1653,197921.1,0.9831,13.66,0.3656
76800,0.091671,3.00e-04,1653,198181.4,0.9832,13.66,0.3808
76900,0.092811,3.00e-04,1653,198446.3,0.9830,13.66,0.3379
77000,0.096072,3.00e-04,1653,198709.4,0.9821,13.66,0.3489
77100,0.090874,3.00e-04,1653,198969.4,0.9832,13.66,0.3391
77200,0.089185,3.00e-04,1653,199241.9,0.9832,13.66,0.3395
77300,0.098266,3.00e-04,1653,199497.2,0.9820,13.66,0.3582
77400,0.091826,3.00e-04,1653,199787.2,0.9830,13.66,0.3474
77500,0.089763,3.00e-04,1653,200054.7,0.9832,13.66,0.3324
77600,0.095166,3.00e-04,1653,200337.8,0.9826,13.66,0.3394
77700,0.089989,3.00e-04,1653,200621.8,0.9833,13.66,0.3352
77800,0.085613,3.00e-04,1653,200877.5,0.9840,13.66,0.3363
77900,0.093682,3.00e-04,1653,201129.5,0.9826,13.66,0.3463
78000,0.087880,3.00e-04,1653,201381.3,0.9837,13.66,0.3458
78100,0.088966,3.00e-04,1653,201633.1,0.9835,13.66,0.3344
78200,0.153004,3.00e-04,1653,201887.4,0.9766,13.66,0.4702
78300,0.124325,3.00e-04,1653,202139.2,0.9805,13.66,0.4444
78400,0.106109,3.00e-04,1653,202391.1,0.9827,13.66,0.4075
78600,0.104255,3.00e-04,1652,202898.3,0.9827,13.66,0.4002
78700,0.097471,3.00e-04,1652,203152.0,0.9833,13.66,0.3877
78900,0.095209,3.00e-04,1652,203658.3,0.9835,13.66,0.3970
79100,0.094556,3.00e-04,1652,204164.9,0.9834,13.66,0.4188
79200,0.085274,3.00e-04,1652,204417.3,0.9850,13.66,0.3533
79300,0.076137,3.00e-04,1652,204669.7,0.9863,13.66,0.3691
79400,0.088989,3.00e-04,1652,204922.2,0.9844,13.66,0.3916
79500,0.090077,3.00e-04,1652,205174.3,0.9837,13.66,0.3967
79600,0.083380,3.00e-04,1651,205428.1,0.9847,13.66,0.3734
79700,0.088827,3.00e-04,1651,205683.4,0.9837,13.66,0.3683
79800,0.097974,3.00e-04,1651,205939.6,0.9824,13.66,0.3708
79900,0.088665,3.00e-04,1651,206193.7,0.9836,13.66,0.3608
80000,0.087640,3.00e-04,1651,206449.4,0.9838,13.66,0.3838
80100,0.102240,3.00e-04,1651,206713.4,0.9811,13.66,0.4226
80200,0.090275,3.00e-04,1650,206972.0,0.9829,13.66,0.3757
80300,0.090304,3.00e-04,1650,207227.0,0.9834,13.66,0.3897
80400,0.086368,3.00e-04,1650,207480.7,0.9842,13.66,0.3510
80500,0.081329,3.00e-04,1650,207734.4,0.9850,13.66,0.3480
80600,0.077759,3.00e-04,1650,207988.3,0.9857,13.66,0.3961
80700,0.086708,3.00e-04,1650,208241.9,0.9844,13.66,0.3585
80800,0.076618,3.00e-04,1650,208495.8,0.9857,13.66,0.3383
80900,0.071362,3.00e-04,1650,208749.5,0.9866,13.66,0.3264
81000,0.084352,3.00e-04,1650,209003.2,0.9849,13.66,0.3932
81200,0.075333,3.00e-04,1650,209510.3,0.9863,13.66,0.3373
81300,0.100122,3.00e-04,1650,209763.9,0.9819,13.66,0.3912
81400,0.097655,3.00e-04,1650,210017.3,0.9821,13.66,0.4034
81500,0.089144,3.00e-04,1649,210270.6,0.9832,13.66,0.3713
81600,0.094478,3.00e-04,1649,210524.1,0.9824,13.66,0.3843
81700,0.091438,3.00e-04,1649,210777.6,0.9826,13.66,0.3889
81800,0.084118,3.00e-04,1649,211030.9,0.9839,13.66,0.3632
81900,0.094914,3.00e-04,1649,211284.4,0.9824,13.66,0.3797
82000,0.100782,3.00e-04,1649,211537.7,0.9823,13.66,0.3596
82100,0.092463,3.00e-04,1649,211791.2,0.9829,13.66,0.3593
82200,0.095643,3.00e-04,1649,212044.4,0.9826,13.66,0.3779
82300,0.088684,3.00e-04,1649,212298.0,0.9839,13.66,0.3688
82400,0.084237,3.00e-04,1650,212551.8,0.9846,13.66,0.3521
82500,0.087652,3.00e-04,1650,212805.6,0.9838,13.66,0.3792
82600,0.094306,3.00e-04,1650,213059.2,0.9829,13.66,0.3483
82700,0.089162,3.00e-04,1650,213312.9,0.9838,13.66,0.3685
82800,0.087855,3.00e-04,1650,213568.2,0.9838,13.66,0.3508
82900,0.094105,3.00e-04,1650,213824.1,0.9825,13.66,0.3823
83000,0.088259,3.00e-04,1650,214080.1,0.9834,13.66,0.3687
83100,0.087474,3.00e-04,1650,214336.7,0.9837,13.66,0.3495
83200,0.092871,3.00e-04,1650,214593.1,0.9829,13.66,0.3577
83300,0.085480,3.00e-04,1650,214849.5,0.9842,13.66,0.3678
83400,0.084001,3.00e-04,1650,215106.1,0.9844,13.66,0.3730
83500,0.096540,3.00e-04,1650,215363.2,0.9823,13.66,0.4247
83600,0.090616,3.00e-04,1650,215620.6,0.9834,13.66,0.3559
83700,0.091557,3.00e-04,1650,215877.9,0.9833,13.66,0.3805
83800,0.089700,3.00e-04,1649,216135.4,0.9835,13.66,0.3861
83900,0.082981,3.00e-04,1649,216392.9,0.9842,13.66,0.3401
84000,0.083012,3.00e-04,1649,216650.7,0.9842,13.66,0.3573
84100,0.088431,3.00e-04,1649,216908.5,0.9835,13.66,0.3484
84200,0.088201,3.00e-04,1649,217166.1,0.9834,13.66,0.3829
84300,0.082549,3.00e-04,1649,217424.0,0.9847,13.66,0.3752
84400,0.091346,3.00e-04,1649,217682.0,0.9833,13.66,0.3661
84500,0.093759,3.00e-04,1649,217939.9,0.9834,13.66,0.3556
84600,0.085228,3.00e-04,1649,218198.0,0.9845,13.66,0.3351
84700,0.092155,3.00e-04,1649,218456.1,0.9831,13.66,0.3497
80100,0.184054,3.00e-04,1270,305.8,0.9720,15.09,0.4970
80200,0.154187,3.00e-04,1363,572.9,0.9748,15.09,0.4242
80300,0.143437,3.00e-04,1392,840.4,0.9760,15.09,0.4369
80400,0.155206,3.00e-04,1396,1105.5,0.9739,15.09,0.4572
80500,0.143202,3.00e-04,1401,1367.8,0.9755,15.09,0.4361
80600,0.137343,3.00e-04,1408,1628.9,0.9763,15.09,0.4607
80700,0.150833,3.00e-04,1434,1885.2,0.9745,15.09,0.4283
80800,0.142596,3.00e-04,1451,2149.8,0.9760,15.09,0.4212
80900,0.139358,3.00e-04,1464,2414.9,0.9760,15.09,0.4158
81000,0.144596,3.00e-04,1480,2680.2,0.9755,15.09,0.4188
81100,0.140866,3.00e-04,1498,2938.7,0.9765,15.09,0.4105
81200,0.131974,3.00e-04,1517,3193.8,0.9777,15.09,0.4052
81300,0.135234,3.00e-04,1523,3453.0,0.9765,15.09,0.4032
81400,0.138284,3.00e-04,1520,3708.3,0.9759,15.09,0.4404
81500,0.131974,3.00e-04,1518,3964.6,0.9763,15.09,0.4054
81600,0.141229,3.00e-04,1514,4234.5,0.9752,15.09,0.4384
81700,0.146481,3.00e-04,1513,4504.0,0.9747,15.09,0.4180
81800,0.134717,3.00e-04,1516,4764.5,0.9762,15.09,0.4214
81900,0.137921,3.00e-04,1522,5019.4,0.9762,15.09,0.4005
82000,0.136597,3.00e-04,1530,5273.9,0.9765,15.09,0.4001
82100,0.131865,3.00e-04,1540,5528.6,0.9769,15.09,0.3768
82200,0.128066,3.00e-04,1548,5783.0,0.9772,15.09,0.3935
82300,0.145326,3.00e-04,1551,6037.5,0.9746,15.09,0.4103
82400,0.137210,3.00e-04,1555,6292.0,0.9760,15.09,0.4102
82500,0.133816,3.00e-04,1558,6546.4,0.9764,15.09,0.3733
82600,0.149709,3.00e-04,1560,6801.2,0.9735,15.09,0.4228
82700,0.140369,3.00e-04,1563,7055.6,0.9744,15.09,0.3897
82800,0.136849,3.00e-04,1566,7310.2,0.9750,15.09,0.3953
82900,0.137247,3.00e-04,1564,7564.3,0.9754,15.09,0.4106
83000,0.123760,3.00e-04,1563,7818.5,0.9775,15.09,0.3876
83100,0.121035,3.00e-04,1561,8072.4,0.9780,15.09,0.3942
83200,0.140489,3.00e-04,1558,8326.4,0.9748,15.09,0.4139
83400,0.133300,3.00e-04,1552,8834.1,0.9760,15.09,0.4188
83500,0.146421,3.00e-04,1549,9087.8,0.9746,15.09,0.4391
83600,0.152014,3.00e-04,1548,9341.7,0.9742,15.09,0.4433
83700,0.140023,3.00e-04,1546,9595.5,0.9757,15.09,0.4329
83800,0.150074,3.00e-04,1546,9849.5,0.9740,15.09,0.4239
83900,0.150099,3.00e-04,1550,10103.5,0.9737,15.09,0.4481
84000,0.140621,3.00e-04,1553,10357.4,0.9753,15.09,0.3985
84100,0.139370,3.00e-04,1554,10611.3,0.9751,15.09,0.4071
84200,0.136221,3.00e-04,1554,10865.1,0.9753,15.09,0.3973
84300,0.131261,3.00e-04,1554,11118.9,0.9764,15.09,0.3711
84400,0.131841,3.00e-04,1554,11372.6,0.9759,15.09,0.3992
84500,0.129038,3.00e-04,1555,11626.5,0.9764,15.09,0.3804
84600,0.124975,3.00e-04,1556,11880.3,0.9771,15.09,0.3647
84700,0.124544,3.00e-04,1558,12133.9,0.9773,15.09,0.3663
84800,0.128541,3.00e-04,1559,12387.4,0.9768,15.09,0.3794
84900,0.120128,3.00e-04,1559,12640.9,0.9782,15.09,0.3545
85000,0.121735,3.00e-04,1560,12894.5,0.9779,15.09,0.3666
85100,0.146379,3.00e-04,1560,13149.5,0.9743,15.09,0.4009
85200,0.134378,3.00e-04,1561,13402.4,0.9759,15.09,0.3893
85300,0.132606,3.00e-04,1561,13655.3,0.9762,15.09,0.4003
85400,0.137924,3.00e-04,1564,13908.2,0.9756,15.09,0.3859
85500,0.125789,3.00e-04,1567,14161.2,0.9774,15.09,0.3469
85600,0.125931,3.00e-04,1570,14414.1,0.9773,15.09,0.3796
85700,0.137132,3.00e-04,1572,14666.9,0.9758,15.09,0.3772
85800,0.132477,3.00e-04,1575,14919.6,0.9764,15.09,0.3820
86000,0.128335,3.00e-04,1580,15425.1,0.9770,15.09,0.3666
86100,0.122318,3.00e-04,1583,15677.8,0.9781,15.09,0.3496
86200,0.118199,3.00e-04,1586,15930.4,0.9785,15.09,0.3438
86300,0.132467,3.00e-04,1587,16182.8,0.9764,15.09,0.3867
86400,0.131922,3.00e-04,1585,16435.2,0.9759,15.09,0.4044
86500,0.131018,3.00e-04,1584,16687.4,0.9761,15.09,0.4197
86600,0.128261,3.00e-04,1583,16939.7,0.9767,15.09,0.3881
86700,0.126156,3.00e-04,1584,17191.9,0.9770,15.09,0.3610
86800,0.124022,3.00e-04,1585,17444.1,0.9776,15.09,0.3637
86900,0.125602,3.00e-04,1586,17696.3,0.9771,15.09,0.3681
87000,0.137731,3.00e-04,1586,17948.4,0.9755,15.09,0.3751
87100,0.126915,3.00e-04,1587,18200.4,0.9771,15.09,0.3648
87200,0.128539,3.00e-04,1589,18452.3,0.9768,15.09,0.3761
87300,0.131088,3.00e-04,1590,18704.3,0.9766,15.09,0.3629
87400,0.124665,3.00e-04,1591,18956.1,0.9776,15.09,0.3426
87500,0.120246,3.00e-04,1593,19208.0,0.9782,15.09,0.3504
87600,0.133579,3.00e-04,1594,19459.6,0.9759,15.09,0.3978
87700,0.120118,3.00e-04,1594,19711.1,0.9777,15.09,0.3494
87800,0.118604,3.00e-04,1594,19962.8,0.9783,15.09,0.3486
87900,0.126496,3.00e-04,1594,20214.4,0.9769,15.09,0.3582
88000,0.118425,3.00e-04,1594,20465.9,0.9779,15.09,0.3453
88100,0.120730,3.00e-04,1594,20717.4,0.9779,15.09,0.3544
88200,0.134902,3.00e-04,1593,20968.8,0.9756,15.09,0.3871
88300,0.131833,3.00e-04,1593,21220.3,0.9763,15.09,0.3801
88500,0.139219,3.00e-04,1593,21722.6,0.9748,15.09,0.4349
88600,0.132715,3.00e-04,1594,21974.0,0.9761,15.09,0.3816
88700,0.124284,3.00e-04,1594,22225.4,0.9767,15.09,0.3556
88800,0.127631,3.00e-04,1595,22476.7,0.9765,15.09,0.3745
88900,0.126009,3.00e-04,1596,22728.0,0.9772,15.09,0.3705
89000,0.120758,3.00e-04,1596,22979.2,0.9780,15.09,0.3641
89100,0.125389,3.00e-04,1597,23230.3,0.9770,15.09,0.3486
89200,0.129371,3.00e-04,1596,23481.4,0.9761,15.09,0.3802
89300,0.124054,3.00e-04,1595,23732.6,0.9769,15.09,0.3724
89400,0.128069,3.00e-04,1594,23983.5,0.9764,15.09,0.3770
89500,0.129040,3.00e-04,1595,24233.9,0.9761,15.09,0.3526
89600,0.128048,3.00e-04,1596,24484.2,0.9764,15.09,0.3713
89700,0.122320,3.00e-04,1597,24734.4,0.9772,15.09,0.3514
89800,0.129448,3.00e-04,1598,24984.5,0.9762,15.09,0.3783
89900,0.119715,3.00e-04,1599,25234.5,0.9778,15.09,0.3410
90000,0.119883,3.00e-04,1600,25484.6,0.9774,15.09,0.3511
90100,0.132118,3.00e-04,1600,25743.5,0.9760,15.09,0.3695
90200,0.124074,3.00e-04,1600,25993.6,0.9771,15.09,0.3554
90300,0.122922,3.00e-04,1600,26243.8,0.9774,15.09,0.3570
90400,0.135923,3.00e-04,1601,26494.0,0.9754,15.09,0.3571
90500,0.128244,3.00e-04,1601,26744.3,0.9764,15.09,0.3646
90600,0.125289,3.00e-04,1602,26994.5,0.9769,15.09,0.3705
90700,0.128312,3.00e-04,1602,27244.8,0.9763,15.09,0.3631
90800,0.121344,3.00e-04,1603,27495.0,0.9775,15.09,0.3426
90900,0.120101,3.00e-04,1603,27745.3,0.9777,15.09,0.3360
91000,0.132443,3.00e-04,1604,27995.7,0.9759,15.09,0.3677
91100,0.129150,3.00e-04,1605,28246.0,0.9763,15.09,0.3492
91200,0.121077,3.00e-04,1605,28496.2,0.9776,15.09,0.3507
91300,0.128830,3.00e-04,1606,28746.5,0.9766,15.09,0.3514
91500,0.124689,3.00e-04,1606,29246.7,0.9773,15.09,0.3469
91600,0.131740,3.00e-04,1606,29496.8,0.9759,15.09,0.3709
91700,0.133615,3.00e-04,1607,29746.9,0.9760,15.09,0.3469
91800,0.126629,3.00e-04,1608,29997.1,0.9767,15.09,0.3423
91900,0.128492,3.00e-04,1609,30247.1,0.9761,15.09,0.3529
92000,0.128615,3.00e-04,1610,30497.2,0.9764,15.09,0.3537
92100,0.121197,3.00e-04,1611,30747.2,0.9775,15.09,0.3450
92200,0.126253,3.00e-04,1611,30997.3,0.9765,15.09,0.3608
92300,0.127570,3.00e-04,1612,31247.3,0.9763,15.09,0.3664
92400,0.121698,3.00e-04,1612,31497.3,0.9775,15.09,0.3266
92500,0.118906,3.00e-04,1613,31747.3,0.9778,15.09,0.3351
92600,0.132026,3.00e-04,1615,31997.3,0.9764,15.09,0.3571
92700,0.123630,3.00e-04,1616,32247.3,0.9778,15.09,0.3366
92800,0.119403,3.00e-04,1618,32497.3,0.9783,15.09,0.3293
92900,0.130720,3.00e-04,1618,32747.3,0.9761,15.09,0.3988
93000,0.121675,3.00e-04,1618,32997.2,0.9779,15.09,0.3523
93100,0.111699,3.00e-04,1618,33247.2,0.9792,15.09,0.3325
93200,0.119628,3.00e-04,1619,33497.2,0.9780,15.09,0.3386
93300,0.112641,3.00e-04,1621,33747.2,0.9792,15.09,0.3164
93400,0.112226,3.00e-04,1623,33997.2,0.9793,15.09,0.3114
93500,0.117513,3.00e-04,1623,34247.1,0.9786,15.09,0.3372
93600,0.115471,3.00e-04,1623,34497.0,0.9784,15.09,0.3370
93700,0.110879,3.00e-04,1622,34746.9,0.9794,15.09,0.3450
93800,0.124973,3.00e-04,1623,34996.8,0.9771,15.09,0.3455
94000,0.115853,3.00e-04,1624,35496.4,0.9788,15.09,0.3346
94100,0.123439,3.00e-04,1625,35746.2,0.9774,15.09,0.3443
94200,0.124113,3.00e-04,1626,35996.0,0.9774,15.09,0.3383
94300,0.120696,3.00e-04,1627,36246.0,0.9781,15.09,0.3230
94400,0.127386,3.00e-04,1628,36495.8,0.9769,15.09,0.3337
94500,0.135556,3.00e-04,1628,36745.7,0.9750,15.09,0.3524
94600,0.125074,3.00e-04,1628,36995.5,0.9768,15.09,0.3684
94700,0.124524,3.00e-04,1628,37245.3,0.9771,15.09,0.3504
94800,0.127338,3.00e-04,1628,37495.2,0.9767,15.09,0.3617
94900,0.117783,3.00e-04,1629,37745.0,0.9782,15.09,0.3375
95000,0.117502,3.00e-04,1629,37994.9,0.9783,15.09,0.3502
95100,0.119334,3.00e-04,1629,38246.7,0.9777,15.09,0.3466
95200,0.112009,3.00e-04,1628,38496.6,0.9786,15.09,0.3404
95300,0.105933,3.00e-04,1628,38746.6,0.9798,15.09,0.3200
95400,0.124146,3.00e-04,1628,38996.5,0.9768,15.09,0.3697
95500,0.114265,3.00e-04,1628,39246.5,0.9785,15.09,0.3436
95600,0.113652,3.00e-04,1628,39498.5,0.9783,15.09,0.3330
95700,0.128621,3.00e-04,1629,39757.1,0.9764,15.09,0.3380
95800,0.122392,3.00e-04,1629,40021.8,0.9776,15.09,0.3204
95900,0.113042,3.00e-04,1630,40293.3,0.9786,15.09,0.3252
96100,0.109496,3.00e-04,1631,40839.2,0.9798,15.09,0.3289
96200,0.107983,3.00e-04,1632,41092.8,0.9801,15.09,0.2969
96300,0.132388,3.00e-04,1634,41346.5,0.9747,15.09,0.3268
96400,0.142151,3.00e-04,1636,41600.2,0.9735,15.09,0.3500
96500,0.135906,3.00e-04,1638,41856.3,0.9742,15.09,0.3332
96600,0.126940,3.00e-04,1640,42114.3,0.9762,15.09,0.3235
96700,0.122637,3.00e-04,1641,42369.1,0.9778,15.09,0.3089
96800,0.117081,3.00e-04,1642,42623.7,0.9789,15.09,0.3139
96900,0.119778,3.00e-04,1643,42878.3,0.9781,15.09,0.3111
97000,0.127600,3.00e-04,1644,43133.0,0.9771,15.09,0.3538
97100,0.121786,3.00e-04,1644,43387.8,0.9780,15.09,0.3294
97200,0.121455,3.00e-04,1645,43642.7,0.9780,15.09,0.3195
97300,0.110825,3.00e-04,1646,43897.7,0.9792,15.09,0.3020
97400,0.105868,3.00e-04,1647,44152.6,0.9803,15.09,0.2935
97500,0.108398,3.00e-04,1648,44407.7,0.9799,15.09,0.3058
97700,0.116970,3.00e-04,1649,44916.7,0.9783,15.09,0.3174
97800,0.111596,3.00e-04,1649,45171.6,0.9795,15.09,0.3063
97900,0.128055,3.00e-04,1650,45426.7,0.9771,15.09,0.3104
98000,0.118707,3.00e-04,1651,45703.0,0.9784,15.09,0.3176
98100,0.111268,3.00e-04,1651,45969.9,0.9796,15.09,0.3173
98200,0.123776,3.00e-04,1652,46230.8,0.9777,15.09,0.3253
98300,0.124177,3.00e-04,1652,46485.8,0.9777,15.09,0.3393
98400,0.119373,3.00e-04,1653,46740.3,0.9784,15.09,0.3215
98500,0.121763,3.00e-04,1653,46995.0,0.9783,15.09,0.3281
98600,0.114532,3.00e-04,1654,47249.7,0.9790,15.09,0.3246
98700,0.109772,3.00e-04,1655,47504.0,0.9799,15.09,0.3100
98800,0.123108,3.00e-04,1655,47758.8,0.9779,15.09,0.3442
98900,0.123444,3.00e-04,1655,48013.7,0.9776,15.09,0.3472
99000,0.114526,3.00e-04,1654,48268.1,0.9789,15.09,0.3382
99100,0.115431,3.00e-04,1654,48522.9,0.9786,15.09,0.3524
99200,0.119837,3.00e-04,1653,48797.0,0.9781,15.09,0.3439
99300,0.111842,3.00e-04,1653,49064.9,0.9792,15.09,0.3336
99400,0.119849,3.00e-04,1652,49332.5,0.9780,15.09,0.3397
99500,0.126623,3.00e-04,1651,49611.3,0.9775,15.09,0.3345
99600,0.118594,3.00e-04,1651,49883.7,0.9787,15.09,0.3336
99700,0.120152,3.00e-04,1650,50150.8,0.9784,15.09,0.3425
99800,0.123232,3.00e-04,1649,50421.7,0.9769,15.09,0.3523
99900,0.116804,3.00e-04,1648,50689.2,0.9778,15.09,0.3461
100000,0.116204,3.00e-04,1647,50944.0,0.9779,15.09,0.3419
100100,0.146181,3.00e-04,1649,51218.5,0.9742,15.09,0.3399
100200,0.126028,3.00e-04,1651,51498.7,0.9779,15.09,0.2991
100300,0.120627,3.00e-04,1653,51765.6,0.9788,15.09,0.3125
100400,0.126091,3.00e-04,1654,52027.8,0.9773,15.09,0.3196
100500,0.114277,3.00e-04,1654,52297.6,0.9793,15.09,0.3125
100600,0.112240,3.00e-04,1655,52573.7,0.9796,15.09,0.2999
100700,0.118876,3.00e-04,1656,52829.3,0.9784,15.09,0.3174
100800,0.112308,3.00e-04,1656,53084.4,0.9792,15.09,0.3001
100900,0.112563,3.00e-04,1657,53340.4,0.9794,15.09,0.3080
101000,0.113838,3.00e-04,1658,53595.5,0.9789,15.09,0.3143
101100,0.109265,3.00e-04,1658,53851.4,0.9798,15.09,0.3103
101200,0.106262,3.00e-04,1659,54106.4,0.9802,15.09,0.3056
101300,0.120943,3.00e-04,1659,54366.6,0.9779,15.09,0.3177
101400,0.121355,3.00e-04,1659,54637.8,0.9776,15.09,0.3180
101500,0.113897,3.00e-04,1659,54910.2,0.9790,15.09,0.3098
101600,0.124089,3.00e-04,1658,55180.7,0.9771,15.09,0.3346
101700,0.123146,3.00e-04,1658,55441.4,0.9772,15.09,0.3187
101800,0.115914,3.00e-04,1658,55713.7,0.9783,15.09,0.3221
101900,0.118863,3.00e-04,1657,55999.3,0.9775,15.09,0.3385
102000,0.119701,3.00e-04,1656,56285.0,0.9775,15.09,0.3264
102100,0.113380,3.00e-04,1655,56569.1,0.9784,15.09,0.3213
102200,0.115750,3.00e-04,1654,56851.4,0.9781,15.09,0.3177
102300,0.121870,3.00e-04,1654,57127.0,0.9772,15.09,0.3116
102400,0.115135,3.00e-04,1654,57383.3,0.9781,15.09,0.3163
102500,0.117516,3.00e-04,1655,57639.3,0.9780,15.09,0.3217
102600,0.124306,3.00e-04,1655,57895.3,0.9769,15.09,0.3333
102800,0.110943,3.00e-04,1656,58407.0,0.9790,15.09,0.3047
102900,0.123794,3.00e-04,1656,58663.2,0.9768,15.09,0.3299
103000,0.118545,3.00e-04,1656,58919.1,0.9773,15.09,0.3224
103100,0.116461,3.00e-04,1656,59175.1,0.9777,15.09,0.3305
103200,0.127543,3.00e-04,1656,59431.4,0.9764,15.09,0.3338
103300,0.125291,3.00e-04,1657,59687.8,0.9770,15.09,0.3127
103400,0.120230,3.00e-04,1657,59959.4,0.9778,15.09,0.3092
103500,0.123442,3.00e-04,1657,60246.8,0.9771,15.09,0.3312
103600,0.119536,3.00e-04,1656,60521.3,0.9777,15.09,0.3387
103700,0.114536,3.00e-04,1656,60801.6,0.9786,15.09,0.3108
103800,0.121536,3.00e-04,1655,61080.4,0.9775,15.09,0.3121
103900,0.118566,3.00e-04,1654,61361.5,0.9778,15.09,0.3223
104000,0.114431,3.00e-04,1654,61648.9,0.9787,15.09,0.3138
104100,0.117536,3.00e-04,1653,61930.5,0.9781,15.09,0.3315
104200,0.122270,3.00e-04,1653,62187.5,0.9773,15.09,0.3221
104300,0.113105,3.00e-04,1652,62444.3,0.9784,15.09,0.3311
104400,0.113092,3.00e-04,1652,62701.6,0.9784,15.09,0.3206
104500,0.108290,3.00e-04,1652,62959.0,0.9786,15.09,0.3108
104600,0.107524,3.00e-04,1651,63215.7,0.9792,15.09,0.3068
104700,0.108736,3.00e-04,1651,63472.8,0.9790,15.09,0.3462
104800,0.115762,3.00e-04,1650,63729.4,0.9781,15.09,0.3329
104900,0.114662,3.00e-04,1650,63986.3,0.9780,15.09,0.3285
105000,0.114909,3.00e-04,1649,64243.7,0.9778,15.09,0.3230
105100,0.142782,3.00e-04,1649,64502.9,0.9744,15.09,0.3482
105200,0.131861,3.00e-04,1649,64759.8,0.9761,15.09,0.3449
105300,0.125746,3.00e-04,1649,65016.7,0.9774,15.09,0.3372
105400,0.136243,3.00e-04,1649,65273.1,0.9755,15.09,0.3440
105500,0.122373,3.00e-04,1648,65530.0,0.9776,15.09,0.3403
105600,0.122272,3.00e-04,1648,65786.9,0.9774,15.09,0.3325
105700,0.125540,3.00e-04,1648,66043.5,0.9772,15.09,0.3437
105800,0.124604,3.00e-04,1648,66300.9,0.9771,15.09,0.3349
105900,0.117614,3.00e-04,1647,66558.2,0.9779,15.09,0.3312
106000,0.117860,3.00e-04,1647,66815.4,0.9779,15.09,0.3283
106100,0.112652,3.00e-04,1647,67072.3,0.9787,15.09,0.3272
106200,0.112327,3.00e-04,1647,67329.7,0.9786,15.09,0.3181
106300,0.117096,3.00e-04,1647,67586.7,0.9780,15.09,0.3265
106400,0.113301,3.00e-04,1647,67843.6,0.9788,15.09,0.3235
106500,0.108038,3.00e-04,1647,68101.0,0.9795,15.09,0.3028
106600,0.115769,3.00e-04,1647,68358.3,0.9782,15.09,0.3185
106700,0.117208,3.00e-04,1647,68615.5,0.9782,15.09,0.3260
106900,0.120181,3.00e-04,1647,69132.5,0.9778,15.09,0.3236
107000,0.124173,3.00e-04,1647,69389.5,0.9776,15.09,0.3152
107100,0.118669,3.00e-04,1647,69646.1,0.9781,15.09,0.3224
107200,0.116229,3.00e-04,1647,69902.4,0.9785,15.09,0.3279
107300,0.121573,3.00e-04,1647,70158.5,0.9774,15.09,0.3348
107400,0.114589,3.00e-04,1647,70415.1,0.9786,15.09,0.3088
107500,0.110746,3.00e-04,1647,70671.3,0.9791,15.09,0.3260
107600,0.116230,3.00e-04,1647,70927.7,0.9785,15.09,0.3257
107700,0.110355,3.00e-04,1647,71184.1,0.9794,15.09,0.3104
107800,0.108505,3.00e-04,1647,71440.8,0.9798,15.09,0.3154
107900,0.119353,3.00e-04,1647,71697.4,0.9779,15.09,0.3229
108000,0.109741,3.00e-04,1647,71953.8,0.9793,15.09,0.3103
108100,0.109066,3.00e-04,1647,72210.0,0.9796,15.09,0.3228
108200,0.123008,3.00e-04,1647,72466.3,0.9768,15.09,0.3209
108300,0.121138,3.00e-04,1647,72722.6,0.9774,15.09,0.3151
108400,0.112357,3.00e-04,1648,72978.5,0.9785,15.09,0.3249
108500,0.115230,3.00e-04,1648,73234.7,0.9782,15.09,0.3099
108600,0.115592,3.00e-04,1649,73490.6,0.9783,15.09,0.3003
108700,0.111126,3.00e-04,1649,73746.9,0.9790,15.09,0.2950
108800,0.114125,3.00e-04,1649,74002.8,0.9785,15.09,0.2998
108900,0.113495,3.00e-04,1650,74259.1,0.9790,15.09,0.2951
109000,0.111183,3.00e-04,1650,74515.2,0.9792,15.09,0.3003
109100,0.113032,3.00e-04,1650,74771.4,0.9788,15.09,0.2924
109200,0.111940,3.00e-04,1651,75027.9,0.9789,15.09,0.2916
109300,0.110676,3.00e-04,1651,75283.9,0.9794,15.09,0.2909
109400,0.114276,3.00e-04,1651,75539.9,0.9787,15.09,0.3160
109500,0.114673,3.00e-04,1652,75795.9,0.9787,15.09,0.2919
109600,0.115270,3.00e-04,1652,76052.2,0.9784,15.09,inf
109700,0.112613,3.00e-04,1653,76308.5,0.9791,15.09,0.2900
109800,0.113636,3.00e-04,1653,76566.0,0.9789,15.09,0.2930
109900,0.110201,3.00e-04,1654,76822.4,0.9794,15.09,0.2873
110000,0.110305,3.00e-04,1654,77079.4,0.9793,15.09,0.2929
110100,0.161350,3.00e-04,1311,296.1,0.9733,15.09,0.3940
110200,0.129052,3.00e-04,1410,553.8,0.9775,15.09,0.3467
110300,0.123692,3.00e-04,1446,809.1,0.9783,15.09,nan
110400,0.128033,3.00e-04,1451,1063.8,0.9771,15.09,0.3683
110500,0.119533,3.00e-04,1458,1314.0,0.9785,15.09,0.3580
