step,loss,lr,tokens_per_sec,elapsed_sec
60500,3.068134,1.00e-04,23881,11186.7
60600,3.022885,1.00e-04,23882,11205.1
60700,3.073702,1.00e-04,23880,11223.5
60800,3.026040,1.00e-04,23876,11242.0
60900,3.039775,1.00e-04,23872,11260.4
61000,3.044982,1.00e-04,23870,11278.8
61100,3.010797,1.00e-04,23868,11297.3
61200,2.937211,1.00e-04,23865,11315.7
61300,3.064099,1.00e-04,23865,11334.1
61400,3.078076,1.00e-04,23865,11352.5
61500,3.044663,1.00e-04,23866,11371.0
61600,3.067061,1.00e-04,23867,11389.4
61700,3.101006,1.00e-04,23867,11407.8
61800,3.048645,1.00e-04,23867,11426.3
61900,3.085888,1.00e-04,23866,11444.7
62000,3.107678,1.00e-04,23864,11463.1
62100,3.042023,1.00e-04,23862,11481.6
62200,3.043232,1.00e-04,23860,11500.0
62300,3.133122,1.00e-04,23858,11518.4
62400,3.076118,1.00e-04,23857,11536.8
62500,3.064952,1.00e-04,23855,11555.3
62600,3.269939,1.00e-04,23853,11573.7
62700,3.227554,1.00e-04,23851,11592.1
62800,3.200255,1.00e-04,23849,11610.6
62900,3.290597,1.00e-04,23850,11629.0
63000,3.258022,1.00e-04,23852,11647.4
63100,3.236529,1.00e-04,23854,11665.9
63200,3.220853,1.00e-04,23854,11684.3
63300,3.172585,1.00e-04,23854,11702.7
63400,3.133465,1.00e-04,23854,11721.2
63500,3.287825,1.00e-04,23853,11739.6
63600,3.253017,1.00e-04,23851,11758.0
63700,3.214500,1.00e-04,23849,11776.5
63800,3.245539,1.00e-04,23847,11794.9
63900,3.205934,1.00e-04,23846,11813.4
64000,3.158493,1.00e-04,23844,11831.8
64100,3.234394,1.00e-04,23843,11850.2
64200,3.244876,1.00e-04,23842,11868.7
64300,3.210042,1.00e-04,23841,11887.1
64400,3.173083,1.00e-04,23839,11905.5
64500,3.165613,1.00e-04,23838,11923.9
64600,3.134424,1.00e-04,23838,11942.4
64700,3.167226,1.00e-04,23838,11960.8
64800,3.284589,1.00e-04,23841,11979.2
64900,3.232706,1.00e-04,23844,11997.6
65000,3.213400,1.00e-04,23847,12016.1
65100,3.184389,1.00e-04,23847,12034.5
65200,3.159786,1.00e-04,23847,12053.0
65300,3.157229,1.00e-04,23847,12071.4
65400,3.196085,1.00e-04,23847,12089.9
65500,3.113432,1.00e-04,23846,12108.3
65600,3.080529,1.00e-04,23845,12126.7
65700,3.067238,1.00e-04,23843,12145.2
65800,2.992088,1.00e-04,23840,12163.6
65900,2.959106,1.00e-04,23837,12182.0
66000,3.104694,1.00e-04,23836,12200.5
66100,3.087333,1.00e-04,23835,12218.9
66200,3.044230,1.00e-04,23834,12237.3
66300,3.158725,1.00e-04,23830,12255.8
66400,3.173706,1.00e-04,23826,12274.2
66500,3.087657,1.00e-04,23822,12292.6
66600,3.191578,1.00e-04,23820,12311.0
66700,3.159232,1.00e-04,23820,12329.5
66800,3.090140,1.00e-04,23820,12347.9
66900,3.104970,1.00e-04,23819,12366.3
67000,3.097100,1.00e-04,23817,12384.8
67100,3.076465,1.00e-04,23815,12403.2
67200,3.104400,1.00e-04,23812,12421.6
67300,3.182895,1.00e-04,23810,12440.0
67400,3.116177,1.00e-04,23807,12458.5
67500,3.069364,1.00e-04,23805,12476.9
67600,3.011304,1.00e-04,23803,12495.3
67700,2.986113,1.00e-04,23801,12513.8
67800,2.973732,1.00e-04,23800,12532.2
67900,3.143658,1.00e-04,23795,12550.6
68000,3.100468,1.00e-04,23790,12569.1
68100,3.101073,1.00e-04,23785,12587.5
68200,3.128471,1.00e-04,23781,12605.9
68300,3.097653,1.00e-04,23776,12624.3
68400,3.077090,1.00e-04,23772,12642.8
68500,3.063965,1.00e-04,23768,12661.2
68600,3.010378,1.00e-04,23765,12679.6
68700,2.984795,1.00e-04,23761,12698.1
68800,3.036162,1.00e-04,23758,12716.5
68900,3.037091,1.00e-04,23755,12734.9
69000,2.980273,1.00e-04,23752,12753.4
69100,3.036876,1.00e-04,23750,12771.8
69200,3.019622,1.00e-04,23749,12790.2
69300,2.957851,1.00e-04,23747,12808.7
69400,3.043151,1.00e-04,23748,12827.1
69500,3.077635,1.00e-04,23750,12845.5
69600,3.027294,1.00e-04,23752,12864.0
69700,3.046972,1.00e-04,23753,12882.4
69800,3.016275,1.00e-04,23751,12900.8
69900,2.945613,1.00e-04,23748,12919.3
70000,2.948427,1.00e-04,23746,12937.7
70100,3.108513,1.00e-04,23743,12956.5
70200,3.034953,1.00e-04,23742,12974.9
70300,3.027836,1.00e-04,23740,12993.4
70400,3.087554,1.00e-04,23742,13011.8
70500,3.044765,1.00e-04,23743,13030.2
70600,3.015114,1.00e-04,23744,13048.7
70700,3.079950,1.00e-04,23744,13067.1
70800,3.013261,1.00e-04,23744,13085.6
70900,2.965840,1.00e-04,23744,13104.0
71000,3.117462,1.00e-04,23744,13122.4
71100,3.115989,1.00e-04,23743,13140.9
71200,3.059169,1.00e-04,23743,13159.3
71300,3.149840,1.00e-04,23743,13177.7
71400,3.122467,1.00e-04,23744,13196.2
71500,3.058155,1.00e-04,23745,13214.6
71600,3.105870,1.00e-04,23746,13233.0
71700,3.101499,1.00e-04,23747,13251.5
71800,3.080120,1.00e-04,23748,13269.9
71900,3.189509,1.00e-04,23749,13288.4
72000,3.259399,1.00e-04,23751,13306.8
72100,3.136419,1.00e-04,23753,13325.3
72200,3.209394,1.00e-04,23754,13343.7
72300,3.190726,1.00e-04,23752,13362.1
72400,3.136694,1.00e-04,23750,13380.6
72500,3.122670,1.00e-04,23748,13399.0
72600,3.186461,1.00e-04,23748,13417.4
72700,3.155803,1.00e-04,23748,13435.9
72800,3.143323,1.00e-04,23747,13454.3
72900,3.074853,1.00e-04,23746,13472.7
73000,3.046462,1.00e-04,23745,13491.2
73100,2.991604,1.00e-04,23744,13509.6
73200,3.163443,1.00e-04,23742,13528.0
73300,3.131380,1.00e-04,23740,13546.5
73400,3.083731,1.00e-04,23738,13564.9
73500,3.251900,1.00e-04,23741,13583.3
73600,3.202757,1.00e-04,23744,13601.8
73700,3.156291,1.00e-04,23747,13620.2
73800,3.210226,1.00e-04,23747,13638.6
73900,3.141482,1.00e-04,23747,13657.1
74000,3.103058,1.00e-04,23746,13675.5
74100,3.186756,1.00e-04,23745,13693.9
74200,3.151125,1.00e-04,23745,13712.4
74300,3.058919,1.00e-04,23744,13730.8
74400,3.072818,1.00e-04,23745,13749.2
74500,3.149632,1.00e-04,23747,13767.7
74600,3.107223,1.00e-04,23749,13786.1
74700,3.159160,1.00e-04,23752,13804.5
74800,3.266875,1.00e-04,23755,13822.9
74900,3.177014,1.00e-04,23759,13841.4
75000,3.133006,1.00e-04,23761,13859.8
75100,3.084488,1.00e-04,23762,13878.3
75200,3.036350,1.00e-04,23762,13896.7
75300,3.018342,1.00e-04,23763,13915.2
75400,3.044439,1.00e-04,23764,13933.8
75500,2.970743,1.00e-04,23766,13952.3
75600,2.970476,1.00e-04,23768,13970.7
75700,3.005423,1.00e-04,23769,13989.2
75800,2.986038,1.00e-04,23769,14007.6
75900,2.982483,1.00e-04,23770,14026.0
76000,3.016084,1.00e-04,23770,14044.4
76100,2.971297,1.00e-04,23771,14062.9
76200,2.940622,1.00e-04,23772,14081.3
76300,2.982906,1.00e-04,23773,14099.7
76400,2.967248,1.00e-04,23773,14118.2
76500,2.956692,1.00e-04,23774,14136.6
76600,2.940497,1.00e-04,23775,14155.0
76700,2.957773,1.00e-04,23776,14173.4
76800,2.905760,1.00e-04,23777,14191.9
76900,2.914960,1.00e-04,23777,14210.3
77000,2.929683,1.00e-04,23778,14228.7
77100,2.904017,1.00e-04,23779,14247.2
77200,2.900416,1.00e-04,23780,14265.6
77300,2.931941,1.00e-04,23782,14284.0
77400,2.883756,1.00e-04,23783,14302.5
77500,2.887777,1.00e-04,23785,14320.9
77600,2.866878,1.00e-04,23785,14339.3
77700,2.852500,1.00e-04,23786,14357.8
77800,2.840285,1.00e-04,23787,14376.2
77900,2.865921,1.00e-04,23787,14394.6
78000,2.836245,1.00e-04,23788,14413.0
78100,2.831309,1.00e-04,23789,14431.5
78200,3.231813,1.00e-04,23786,14449.9
78300,3.169057,1.00e-04,23783,14468.3
78400,3.121461,1.00e-04,23780,14486.7
78500,3.235632,1.00e-04,23776,14505.2
78600,3.196137,1.00e-04,23773,14523.6
78700,3.181959,1.00e-04,23769,14542.1
78800,3.218687,1.00e-04,23768,14560.5
78900,3.170406,1.00e-04,23767,14578.9
79000,3.125997,1.00e-04,23765,14597.3
79100,3.163560,1.00e-04,23764,14615.8
79200,3.086325,1.00e-04,23764,14634.2
79300,3.045616,1.00e-04,23764,14652.6
79400,3.159872,1.00e-04,23763,14671.1
79500,3.214326,1.00e-04,23760,14689.5
79600,3.163630,1.00e-04,23757,14707.9
79700,3.226333,1.00e-04,23755,14726.3
79800,3.292821,1.00e-04,23753,14744.8
79900,3.257691,1.00e-04,23751,14763.2
80000,3.229272,1.00e-04,23749,14781.6
80100,3.249888,1.00e-04,23744,14800.4
80200,3.229991,1.00e-04,23740,14818.9
80300,3.178897,1.00e-04,23736,14837.3
80400,3.182900,1.00e-04,23735,14855.7
80500,3.129143,1.00e-04,23734,14874.1
80600,3.080331,1.00e-04,23733,14892.6
80700,3.100746,1.00e-04,23731,14911.0
80800,3.031121,1.00e-04,23729,14929.4
80900,3.006050,1.00e-04,23727,14947.9
81000,3.132622,1.00e-04,23727,14966.3
81100,3.056462,1.00e-04,23727,14984.8
81200,3.027920,1.00e-04,23726,15003.2
81300,3.100084,1.00e-04,23725,15021.6
81400,3.017671,1.00e-04,23724,15040.0
81500,3.005211,1.00e-04,23724,15058.5
81600,3.050472,1.00e-04,23723,15076.9
81700,3.008248,1.00e-04,23722,15095.3
81800,2.955573,1.00e-04,23721,15113.7
81900,3.023091,1.00e-04,23720,15132.2
82000,3.094367,1.00e-04,23720,15150.6
82100,3.029414,1.00e-04,23720,15169.0
82200,3.008264,1.00e-04,23720,15187.5
82300,2.966004,1.00e-04,23720,15205.9
82400,2.888359,1.00e-04,23720,15224.3
82500,2.916959,1.00e-04,23721,15242.7
82600,3.010375,1.00e-04,23722,15261.2
82700,2.957798,1.00e-04,23723,15279.6
82800,2.948219,1.00e-04,23724,15298.0
82900,2.976946,1.00e-04,23723,15316.4
83000,2.929288,1.00e-04,23722,15334.9
83100,2.899116,1.00e-04,23721,15353.3
83200,2.946572,1.00e-04,23721,15371.7
83300,2.916691,1.00e-04,23721,15390.1
83400,2.900572,1.00e-04,23721,15408.6
83500,3.047103,1.00e-04,23720,15427.0
83600,2.978115,1.00e-04,23719,15445.4
83700,2.959793,1.00e-04,23719,15463.8
83800,2.957860,1.00e-04,23718,15482.3
83900,2.854007,1.00e-04,23716,15500.7
84000,2.851770,1.00e-04,23715,15519.1
84100,2.912195,1.00e-04,23713,15537.6
84200,2.920268,1.00e-04,23712,15556.0
84300,2.859277,1.00e-04,23710,15574.4
84400,3.005113,1.00e-04,23710,15592.8
84500,3.039512,1.00e-04,23711,15611.3
84600,3.014513,1.00e-04,23712,15629.7
84700,3.051465,1.00e-04,23713,15648.1
84800,3.096488,1.00e-04,23713,15666.5
84900,3.043592,1.00e-04,23713,15685.0
85000,3.007702,1.00e-04,23713,15703.4
85100,3.036191,1.00e-04,23714,15721.9
85200,2.984269,1.00e-04,23715,15740.3
85300,2.999224,1.00e-04,23716,15758.7
85400,3.051540,1.00e-04,23715,15777.1
85500,3.023545,1.00e-04,23714,15795.6
85600,2.963989,1.00e-04,23713,15814.0
85700,3.002499,1.00e-04,23715,15832.4
85800,2.979662,1.00e-04,23716,15850.9
85900,2.944310,1.00e-04,23718,15869.3
86000,3.067322,1.00e-04,23718,15887.7
86100,2.970627,1.00e-04,23717,15906.2
86200,2.943145,1.00e-04,23717,15924.6
86300,2.990548,1.00e-04,23716,15943.0
86400,2.942014,1.00e-04,23716,15961.5
86500,2.890209,1.00e-04,23715,15979.9
86600,2.961562,1.00e-04,23716,15998.4
86700,2.958154,1.00e-04,23716,16016.8
86800,2.918459,1.00e-04,23717,16035.2
86900,2.973797,1.00e-04,23717,16053.7
87000,3.028901,1.00e-04,23717,16072.1
87100,3.001335,1.00e-04,23717,16090.5
87200,3.031130,1.00e-04,23717,16108.9
87300,3.096735,1.00e-04,23718,16127.4
87400,3.035366,1.00e-04,23719,16145.8
87500,3.060342,1.00e-04,23718,16164.2
87600,3.114519,1.00e-04,23714,16182.6
87700,3.032631,1.00e-04,23709,16201.0
87800,3.018013,1.00e-04,23706,16219.5
87900,3.216849,1.00e-04,23705,16237.9
88000,3.128621,1.00e-04,23705,16256.3
88100,3.120927,1.00e-04,23705,16274.7
88200,3.309157,1.00e-04,23707,16293.1
88300,3.210160,1.00e-04,23709,16311.5
88400,3.167567,1.00e-04,23711,16330.0
88500,3.344137,1.00e-04,23709,16348.4
88600,3.302906,1.00e-04,23708,16366.8
88700,3.272365,1.00e-04,23706,16385.3
88800,3.176421,1.00e-04,23705,16403.7
88900,3.042163,1.00e-04,23704,16422.1
89000,2.998295,1.00e-04,23704,16440.6
89100,3.137032,1.00e-04,23702,16459.0
89200,3.179746,1.00e-04,23699,16477.4
89300,3.107102,1.00e-04,23695,16495.9
89400,3.143419,1.00e-04,23693,16514.3
89500,3.203786,1.00e-04,23693,16532.7
89600,3.110339,1.00e-04,23693,16551.2
89700,3.186327,1.00e-04,23692,16569.6
89800,3.276736,1.00e-04,23692,16588.0
89900,3.218228,1.00e-04,23691,16606.5
90000,3.163953,1.00e-04,23690,16624.9
90100,3.077438,1.00e-04,23690,16643.7
90200,2.978180,1.00e-04,23690,16662.1
90300,2.970406,1.00e-04,23691,16680.6
90400,3.158002,1.00e-04,23692,16699.0
90500,3.105186,1.00e-04,23692,16717.4
90600,3.051380,1.00e-04,23693,16735.8
90700,3.185322,1.00e-04,23691,16754.2
90800,3.135533,1.00e-04,23690,16772.7
90900,3.100586,1.00e-04,23689,16791.1
91000,3.131426,1.00e-04,23687,16809.5
91100,3.046650,1.00e-04,23685,16827.9
91200,3.011481,1.00e-04,23683,16846.3
91300,3.079044,1.00e-04,23681,16864.8
91400,3.028777,1.00e-04,23680,16883.2
91500,3.000877,1.00e-04,23679,16901.6
91600,3.024500,1.00e-04,23677,16920.0
91700,3.014821,1.00e-04,23675,16938.4
91800,2.945213,1.00e-04,23674,16956.8
91900,3.050506,1.00e-04,23671,16975.3
92000,3.077315,1.00e-04,23666,16993.7
92100,3.047537,1.00e-04,23662,17012.1
92200,3.108038,1.00e-04,23658,17030.5
92300,3.133650,1.00e-04,23655,17048.9
92400,3.098425,1.00e-04,23651,17067.4
92500,3.106916,1.00e-04,23648,17085.8
92600,3.122253,1.00e-04,23645,17104.2
92700,3.044815,1.00e-04,23642,17122.6
92800,3.000005,1.00e-04,23640,17141.0
92900,3.163504,1.00e-04,23639,17159.5
93000,3.076768,1.00e-04,23638,17177.9
93100,3.045617,1.00e-04,23637,17196.3
93200,3.152012,1.00e-04,23636,17214.7
93300,3.057875,1.00e-04,23635,17233.1
93400,2.997597,1.00e-04,23634,17251.6
93500,2.940296,1.00e-04,23630,17270.0
93600,2.839676,1.00e-04,23626,17288.4
93700,2.779657,1.00e-04,23622,17306.8
93800,3.082424,1.00e-04,23621,17325.3
93900,3.080742,1.00e-04,23621,17343.7
94000,2.977667,1.00e-04,23621,17362.1
94100,2.980697,1.00e-04,23620,17380.5
94200,3.013161,1.00e-04,23620,17398.9
94300,2.943817,1.00e-04,23619,17417.4
94400,2.945402,1.00e-04,23619,17435.8
94500,2.898717,1.00e-04,23620,17454.2
94600,2.864577,1.00e-04,23620,17472.6
94700,2.969325,1.00e-04,23620,17491.0
94800,3.145466,1.00e-04,23619,17509.5
94900,3.085299,1.00e-04,23617,17527.9
95000,3.075374,1.00e-04,23616,17546.3
95100,3.022825,1.00e-04,23615,17564.8
95200,2.948502,1.00e-04,23613,17583.2
95300,2.959935,1.00e-04,23613,17601.7
95400,3.276879,1.00e-04,23616,17620.1
95500,3.152444,1.00e-04,23620,17638.5
95600,3.104759,1.00e-04,23623,17656.9
95700,3.026224,1.00e-04,23622,17675.3
95800,2.987356,1.00e-04,23621,17693.8
95900,2.937019,1.00e-04,23620,17712.2
96000,2.948458,1.00e-04,23619,17730.6
96100,2.947567,1.00e-04,23618,17749.0
96200,2.888146,1.00e-04,23617,17767.5
96300,3.016212,1.00e-04,23616,17785.9
96400,2.963856,1.00e-04,23615,17804.3
96500,2.924865,1.00e-04,23614,17822.8
96600,3.046716,1.00e-04,23612,17841.2
96700,3.053163,1.00e-04,23611,17859.6
96800,3.001171,1.00e-04,23610,17878.0
96900,3.076342,1.00e-04,23608,17896.4
97000,3.044474,1.00e-04,23607,17914.9
97100,3.030296,1.00e-04,23606,17933.3
97200,3.121440,1.00e-04,23604,17951.7
97300,3.193042,1.00e-04,23601,17970.1
97400,3.083970,1.00e-04,23597,17988.6
97500,3.097143,1.00e-04,23594,18007.0
97600,3.188507,1.00e-04,23595,18025.4
97700,3.103361,1.00e-04,23595,18043.8
97800,3.073337,1.00e-04,23595,18062.3
97900,3.197440,1.00e-04,23596,18080.7
98000,3.111126,1.00e-04,23597,18099.1
98100,3.101041,1.00e-04,23597,18117.5
98200,3.026931,1.00e-04,23599,18136.0
98300,2.945263,1.00e-04,23600,18154.4
98400,2.873940,1.00e-04,23602,18172.8
98500,3.094394,1.00e-04,23600,18191.2
98600,3.063863,1.00e-04,23597,18209.7
98700,3.045416,1.00e-04,23594,18228.1
98800,3.071644,1.00e-04,23592,18246.5
98900,3.022626,1.00e-04,23591,18264.9
99000,2.953199,1.00e-04,23589,18283.4
99100,3.095135,1.00e-04,23587,18301.8
99200,3.094527,1.00e-04,23585,18320.2
99300,3.034064,1.00e-04,23583,18338.6
99400,3.062370,1.00e-04,23583,18357.1
99500,3.074857,1.00e-04,23582,18375.5
99600,3.047416,1.00e-04,23583,18393.9
99700,3.086714,1.00e-04,23582,18412.3
99800,3.117960,1.00e-04,23583,18430.8
99900,3.043414,1.00e-04,23583,18449.2
100000,3.070750,1.00e-04,23584,18467.6
100100,2.890349,1.00e-04,23589,18486.4
100200,2.829031,1.00e-04,23593,18504.9
100300,2.818011,1.00e-04,23597,18523.3
100400,2.982290,1.00e-04,23596,18541.7
100500,2.959454,1.00e-04,23595,18560.1
100600,2.949584,1.00e-04,23594,18578.5
100700,2.982398,1.00e-04,23594,18597.0
100800,2.972714,1.00e-04,23594,18615.4
100900,2.946032,1.00e-04,23593,18633.8
101000,2.969931,1.00e-04,23594,18652.3
101100,2.915454,1.00e-04,23594,18670.7
101200,2.867070,1.00e-04,23595,18689.1
101300,2.982655,1.00e-04,23596,18707.5
101400,2.980826,1.00e-04,23598,18726.0
101500,2.958096,1.00e-04,23600,18744.4
101600,2.968476,1.00e-04,23601,18762.8
101700,2.942453,1.00e-04,23602,18781.2
101800,2.904164,1.00e-04,23603,18799.6
101900,2.980464,1.00e-04,23604,18818.1
102000,2.962301,1.00e-04,23602,18836.5
102100,2.956866,1.00e-04,23601,18854.9
102200,2.922385,1.00e-04,23601,18873.3
102300,2.902434,1.00e-04,23602,18891.8
102400,2.874718,1.00e-04,23602,18910.2
102500,2.874222,1.00e-04,23603,18928.6
102600,2.899107,1.00e-04,23602,18947.0
102700,2.871953,1.00e-04,23601,18965.5
102800,2.856025,1.00e-04,23600,18983.9
102900,2.798068,1.00e-04,23599,19002.3
103000,2.771446,1.00e-04,23598,19020.7
103100,2.754044,1.00e-04,23597,19039.1
103200,3.085240,1.00e-04,23598,19057.6
103300,3.013539,1.00e-04,23599,19076.0
103400,2.947674,1.00e-04,23599,19094.4
103500,2.993565,1.00e-04,23597,19112.8
103600,2.890362,1.00e-04,23595,19131.3
103700,2.882232,1.00e-04,23593,19149.7
103800,2.863555,1.00e-04,23592,19168.1
103900,2.782758,1.00e-04,23591,19186.5
104000,2.770004,1.00e-04,23590,19205.0
104100,2.938690,1.00e-04,23590,19223.4
104200,2.979625,1.00e-04,23588,19241.8
104300,2.940915,1.00e-04,23587,19260.2
104400,3.009626,1.00e-04,23585,19278.6
104500,2.944403,1.00e-04,23585,19297.1
104600,2.891771,1.00e-04,23584,19315.5
104700,2.972944,1.00e-04,23584,19333.9
104800,3.039508,1.00e-04,23585,19352.3
104900,3.011735,1.00e-04,23587,19370.8
105000,3.001894,1.00e-04,23588,19389.2
105100,3.028003,1.00e-04,23585,19407.7
105200,2.971394,1.00e-04,23582,19426.1
105300,2.955500,1.00e-04,23580,19444.5
105400,3.150460,1.00e-04,23579,19462.9
105500,3.062532,1.00e-04,23579,19481.4
105600,2.990600,1.00e-04,23579,19499.8
105700,3.013418,1.00e-04,23580,19518.2
105800,2.945509,1.00e-04,23581,19536.6
105900,2.928961,1.00e-04,23583,19555.1
106000,2.997054,1.00e-04,23581,19573.5
106100,2.928940,1.00e-04,23578,19591.9
106200,2.883539,1.00e-04,23576,19610.4
106300,2.946729,1.00e-04,23575,19628.8
106400,2.881146,1.00e-04,23574,19647.2
106500,2.830370,1.00e-04,23574,19665.6
106600,2.868954,1.00e-04,23574,19684.1
106700,2.857911,1.00e-04,23575,19702.5
106800,2.801358,1.00e-04,23576,19720.9
106900,2.866361,1.00e-04,23578,19739.3
107000,2.840008,1.00e-04,23580,19757.7
107100,2.817262,1.00e-04,23582,19776.2
107200,2.818655,1.00e-04,23584,19794.6
107300,2.878165,1.00e-04,23584,19813.0
107400,2.829225,1.00e-04,23585,19831.4
107500,2.858599,1.00e-04,23586,19849.8
107600,2.971079,1.00e-04,23587,19868.3
107700,2.933661,1.00e-04,23588,19886.7
107800,2.926409,1.00e-04,23589,19905.1
107900,2.908790,1.00e-04,23591,19923.5
108000,2.889017,1.00e-04,23593,19941.9
108100,2.881623,1.00e-04,23595,19960.4
108200,2.822770,1.00e-04,23595,19978.8
108300,2.800436,1.00e-04,23595,19997.2
108400,2.751870,1.00e-04,23595,20015.6
108500,2.887592,1.00e-04,23596,20034.1
108600,2.856489,1.00e-04,23597,20052.5
108700,2.821250,1.00e-04,23598,20070.9
108800,2.923762,1.00e-04,23597,20089.3
108900,2.901849,1.00e-04,23596,20107.7
109000,2.855109,1.00e-04,23596,20126.1
109100,2.908149,1.00e-04,23596,20144.6
109200,2.854451,1.00e-04,23596,20163.0
109300,2.821637,1.00e-04,23597,20181.4
109400,2.909475,1.00e-04,23598,20199.9
109500,2.898899,1.00e-04,23599,20218.3
109600,2.827866,1.00e-04,23601,20236.8
109700,2.877466,1.00e-04,23602,20255.2
109800,2.866619,1.00e-04,23602,20273.6
109900,2.841732,1.00e-04,23602,20292.0
110000,2.814873,1.00e-04,23602,20310.5
110100,2.880762,1.00e-04,23604,20329.3
110200,2.823501,1.00e-04,23606,20347.7
110300,2.835851,1.00e-04,23608,20366.1
110400,2.780019,1.00e-04,23608,20384.6
110500,2.720211,1.00e-04,23608,20403.0
110600,2.701208,1.00e-04,23608,20421.4
110700,2.874695,1.00e-04,23609,20439.8
110800,2.838696,1.00e-04,23611,20458.3
110900,2.829273,1.00e-04,23612,20476.7
111000,2.914367,1.00e-04,23614,20495.1
111100,2.870656,1.00e-04,23616,20513.5
111200,2.860123,1.00e-04,23618,20532.0
111300,2.790684,1.00e-04,23621,20550.4
111400,2.759283,1.00e-04,23623,20568.8
111500,2.697300,1.00e-04,23626,20587.2
111600,2.744550,1.00e-04,23627,20605.6
111700,2.745808,1.00e-04,23629,20624.0
111800,2.727984,1.00e-04,23630,20642.5
111900,2.795093,1.00e-04,23631,20660.9
112000,2.829145,1.00e-04,23632,20679.3
112100,2.775371,1.00e-04,23633,20697.7
112200,2.793940,1.00e-04,23633,20716.2
112300,2.805580,1.00e-04,23633,20734.6
112400,2.751003,1.00e-04,23632,20753.0
112500,2.830634,1.00e-04,23632,20771.4
112600,3.027162,1.00e-04,23631,20789.9
112700,3.000419,1.00e-04,23631,20808.3
112800,2.955714,1.00e-04,23631,20826.7
112900,3.068928,1.00e-04,23631,20845.1
113000,3.050660,1.00e-04,23632,20863.5
113100,2.972414,1.00e-04,23633,20881.9
113200,3.036467,1.00e-04,23632,20900.3
113300,2.988034,1.00e-04,23631,20918.8
113400,2.945365,1.00e-04,23630,20937.2
113500,3.012077,1.00e-04,23630,20955.6
113600,2.965337,1.00e-04,23631,20974.0
113700,2.921359,1.00e-04,23631,20992.4
113800,3.029425,1.00e-04,23631,21010.8
113900,2.978812,1.00e-04,23630,21029.3
114000,2.935763,1.00e-04,23630,21047.7
114100,3.003007,1.00e-04,23632,21066.1
114200,3.051441,1.00e-04,23634,21084.6
114300,3.008214,1.00e-04,23637,21103.0
114400,3.068405,1.00e-04,23638,21121.4
114500,3.017555,1.00e-04,23639,21139.9
114600,3.004471,1.00e-04,23641,21158.3
114700,2.983533,1.00e-04,23642,21176.7
114800,2.921003,1.00e-04,23643,21195.2
114900,2.853918,1.00e-04,23644,21213.6
115000,2.891593,1.00e-04,23645,21232.0
115100,2.985044,1.00e-04,23645,21250.5
115200,2.930675,1.00e-04,23645,21268.9
115300,2.901757,1.00e-04,23645,21287.4
115400,2.901326,1.00e-04,23643,21305.8
115500,2.873205,1.00e-04,23642,21324.2
115600,2.856596,1.00e-04,23641,21342.6
115700,2.959278,1.00e-04,23640,21361.1
115800,2.899833,1.00e-04,23639,21379.5
115900,2.888864,1.00e-04,23639,21397.9
116000,2.915994,1.00e-04,23638,21416.3
116100,2.899285,1.00e-04,23636,21434.7
116200,2.828438,1.00e-04,23635,21453.1
116300,2.910951,1.00e-04,23636,21471.5
116400,2.820543,1.00e-04,23637,21489.9
116500,2.729362,1.00e-04,23638,21508.3
116600,2.929728,1.00e-04,23639,21526.7
116700,2.968452,1.00e-04,23639,21545.1
116800,2.921794,1.00e-04,23639,21563.6
116900,2.963052,1.00e-04,23639,21582.0
117000,2.958939,1.00e-04,23637,21600.4
117100,2.909574,1.00e-04,23636,21618.8
117200,2.953475,1.00e-04,23636,21637.2
117300,2.992758,1.00e-04,23637,21655.6
117400,2.898774,1.00e-04,23638,21674.0
117500,2.922806,1.00e-04,23638,21692.5
117600,2.977062,1.00e-04,23638,21710.9
117700,2.942742,1.00e-04,23638,21729.3
117800,2.920088,1.00e-04,23637,21747.7
117900,2.923670,1.00e-04,23636,21766.1
118000,2.891443,1.00e-04,23635,21784.6
118100,2.864735,1.00e-04,23633,21803.0
118200,3.082200,1.00e-04,23635,21821.4
118300,3.007420,1.00e-04,23637,21839.8
118400,2.951750,1.00e-04,23639,21858.3
118500,2.959924,1.00e-04,23638,21876.7
118600,2.892859,1.00e-04,23637,21895.1
118700,2.875965,1.00e-04,23635,21913.6
118800,3.164141,1.00e-04,23635,21932.0
118900,3.096226,1.00e-04,23635,21950.4
119000,3.045364,1.00e-04,23635,21968.9
119100,3.073662,1.00e-04,23636,21987.3
119200,3.032878,1.00e-04,23637,22005.7
119300,2.983269,1.00e-04,23639,22024.1
119400,3.051008,1.00e-04,23639,22042.6
119500,2.976766,1.00e-04,23639,22061.0
119600,2.920199,1.00e-04,23639,22079.4
119700,2.945090,1.00e-04,23638,22097.9
119800,2.967053,1.00e-04,23635,22116.3
119900,2.912778,1.00e-04,23633,22134.7
120000,2.900387,1.00e-04,23630,22153.1
120100,2.938252,1.00e-04,23628,22171.9
120200,2.886329,1.00e-04,23626,22190.3
120300,2.901463,1.00e-04,23624,22208.7
120400,2.929651,1.00e-04,23622,22227.2
120500,2.909775,1.00e-04,23620,22245.6
120600,2.872463,1.00e-04,23618,22264.0
120700,2.892965,1.00e-04,23617,22282.4
120800,2.843061,1.00e-04,23615,22300.8
120900,2.854394,1.00e-04,23614,22319.2
121000,3.016668,1.00e-04,23614,22337.6
121100,3.011254,1.00e-04,23615,22356.1
