step,loss,lr,tokens_per_sec,elapsed_sec
121200,2.952068,1.00e-04,23616,22374.5
121300,2.981230,1.00e-04,23615,22392.9
121400,2.892021,1.00e-04,23614,22411.3
121500,2.881891,1.00e-04,23613,22429.7
121600,2.900785,1.00e-04,23613,22448.2
121700,2.829073,1.00e-04,23613,22466.6
121800,2.803778,1.00e-04,23613,22485.0
121900,2.820608,1.00e-04,23613,22503.4
122000,2.857124,1.00e-04,23613,22521.8
122100,2.796639,1.00e-04,23613,22540.3
122200,2.829074,1.00e-04,23613,22558.7
122300,2.818831,1.00e-04,23614,22577.1
122400,2.800522,1.00e-04,23614,22595.5
122500,2.783504,1.00e-04,23614,22613.9
122600,2.776174,1.00e-04,23614,22632.3
122700,2.684970,1.00e-04,23614,22650.8
122800,2.692306,1.00e-04,23614,22669.2
122900,2.749224,1.00e-04,23614,22687.6
123000,2.683746,1.00e-04,23613,22706.0
123100,2.693466,1.00e-04,23613,22724.5
123200,2.805252,1.00e-04,23614,22742.9
123300,2.812154,1.00e-04,23614,22761.3
123400,2.735885,1.00e-04,23615,22779.8
123500,2.821628,1.00e-04,23615,22798.2
123600,2.753210,1.00e-04,23615,22816.6
123700,2.719731,1.00e-04,23616,22835.0
123800,2.828997,1.00e-04,23616,22853.4
123900,2.844433,1.00e-04,23617,22871.9
124000,2.765822,1.00e-04,23617,22890.3
124100,2.726016,1.00e-04,23618,22908.7
124200,2.671921,1.00e-04,23618,22927.1
124300,2.647074,1.00e-04,23618,22945.5
124400,2.713198,1.00e-04,23618,22963.9
124500,2.813314,1.00e-04,23618,22982.4
124600,2.784107,1.00e-04,23618,23000.8
124700,2.716478,1.00e-04,23619,23019.2
124800,2.765663,1.00e-04,23619,23037.6
124900,2.734423,1.00e-04,23619,23056.0
125000,2.811014,1.00e-04,23620,23074.4
125100,2.981043,1.00e-04,23620,23092.9
125200,2.911146,1.00e-04,23621,23111.3
125300,2.889545,1.00e-04,23622,23129.8
125400,2.901993,1.00e-04,23623,23148.2
125500,2.862088,1.00e-04,23624,23166.6
125600,2.853860,1.00e-04,23624,23185.0
125700,3.082017,1.00e-04,23624,23203.4
125800,2.958048,1.00e-04,23624,23221.8
125900,2.933133,1.00e-04,23624,23240.3
126000,2.854671,1.00e-04,23624,23258.7
126100,2.807744,1.00e-04,23624,23277.1
126200,2.760925,1.00e-04,23624,23295.5
126300,2.854105,1.00e-04,23624,23313.9
126400,2.791344,1.00e-04,23623,23332.3
126500,2.761070,1.00e-04,23623,23350.8
126600,2.869811,1.00e-04,23622,23369.2
126700,2.842613,1.00e-04,23622,23387.6
126800,2.736341,1.00e-04,23622,23406.0
126900,2.779348,1.00e-04,23623,23424.4
127000,2.756022,1.00e-04,23624,23442.8
127100,2.742134,1.00e-04,23625,23461.2
127200,2.761287,1.00e-04,23625,23479.7
127300,2.781019,1.00e-04,23626,23498.1
127400,2.751985,1.00e-04,23626,23516.5
127500,2.798220,1.00e-04,23626,23534.9
127600,2.888007,1.00e-04,23626,23553.4
127700,2.837831,1.00e-04,23626,23571.8
127800,2.820737,1.00e-04,23626,23590.2
127900,2.903767,1.00e-04,23625,23608.7
128000,2.786215,1.00e-04,23624,23627.1
128100,2.806692,1.00e-04,23624,23645.5
128200,2.955352,1.00e-04,23625,23664.0
128300,2.858107,1.00e-04,23627,23682.4
128400,2.793923,1.00e-04,23628,23700.9
128500,2.784726,1.00e-04,23630,23719.3
128600,2.712737,1.00e-04,23632,23737.7
128700,2.686970,1.00e-04,23634,23756.2
128800,2.687749,1.00e-04,23635,23774.6
128900,2.663309,1.00e-04,23637,23793.0
129000,2.652993,1.00e-04,23638,23811.5
129100,2.716018,1.00e-04,23639,23829.9
129200,2.720940,1.00e-04,23640,23848.3
129300,2.745667,1.00e-04,23642,23866.7
129400,2.725126,1.00e-04,23643,23885.1
129500,2.712298,1.00e-04,23645,23903.6
129600,2.691895,1.00e-04,23646,23922.0
129700,2.736753,1.00e-04,23647,23940.4
129800,2.709235,1.00e-04,23648,23958.8
129900,2.724799,1.00e-04,23649,23977.3
130000,2.692999,1.00e-04,23651,23995.7
130100,2.715512,1.00e-04,23652,24014.5
130200,2.680170,1.00e-04,23653,24032.9
130300,2.671879,1.00e-04,23654,24051.4
130400,2.708419,1.00e-04,23656,24069.8
130500,2.676630,1.00e-04,23658,24088.2
130600,2.660204,1.00e-04,23659,24106.6
130700,2.704833,1.00e-04,23660,24125.0
130800,2.640202,1.00e-04,23661,24143.4
130900,2.652659,1.00e-04,23662,24161.8
131000,2.710165,1.00e-04,23664,24180.3
131100,2.664973,1.00e-04,23665,24198.7
131200,2.660343,1.00e-04,23666,24217.1
131300,2.944638,1.00e-04,23667,24235.5
131400,2.971360,1.00e-04,23668,24253.9
131500,2.930274,1.00e-04,23668,24272.3
131600,2.903834,1.00e-04,23668,24290.8
131700,2.911859,1.00e-04,23669,24309.2
131800,2.888770,1.00e-04,23669,24327.6
131900,2.888933,1.00e-04,23670,24346.0
132000,2.939074,1.00e-04,23670,24364.5
132100,2.893687,1.00e-04,23670,24382.9
132200,2.918676,1.00e-04,23671,24401.3
132300,2.930022,1.00e-04,23671,24419.7
132400,2.918876,1.00e-04,23671,24438.1
132500,2.893174,1.00e-04,23672,24456.5
132600,2.891352,1.00e-04,23673,24474.9
132700,2.882993,1.00e-04,23674,24493.4
132800,2.851757,1.00e-04,23674,24511.8
132900,2.888301,1.00e-04,23675,24530.2
133000,2.875500,1.00e-04,23676,24548.6
133100,2.851035,1.00e-04,23677,24567.0
133200,2.919477,1.00e-04,23677,24585.5
133300,2.883078,1.00e-04,23678,24603.9
133400,2.841173,1.00e-04,23679,24622.3
133500,2.905186,1.00e-04,23679,24640.7
133600,2.881031,1.00e-04,23680,24659.1
133700,2.842561,1.00e-04,23681,24677.6
133800,2.922122,1.00e-04,23682,24696.0
133900,2.847821,1.00e-04,23683,24714.4
134000,2.840340,1.00e-04,23684,24732.8
134100,2.876120,1.00e-04,23685,24751.2
134200,2.863175,1.00e-04,23685,24769.7
134300,2.830772,1.00e-04,23685,24788.1
134400,2.951579,1.00e-04,23685,24806.5
134500,2.885711,1.00e-04,23684,24824.9
134600,2.818760,1.00e-04,23683,24843.4
134700,2.859504,1.00e-04,23683,24861.8
134800,2.832560,1.00e-04,23682,24880.2
134900,2.796082,1.00e-04,23682,24898.6
135000,2.818686,1.00e-04,23682,24917.0
135100,2.842308,1.00e-04,23680,24935.5
135200,2.787782,1.00e-04,23679,24953.9
135300,2.814174,1.00e-04,23679,24972.3
135400,2.962863,1.00e-04,23684,24990.7
135500,2.863208,1.00e-04,23688,25009.1
135600,2.861227,1.00e-04,23691,25027.6
135700,2.892049,1.00e-04,23692,25046.0
135800,2.837941,1.00e-04,23692,25064.4
135900,2.799833,1.00e-04,23693,25082.8
136000,2.800543,1.00e-04,23693,25101.2
136100,2.742119,1.00e-04,23693,25119.6
136200,2.731262,1.00e-04,23693,25138.1
136300,3.025115,1.00e-04,23693,25156.5
136400,3.005505,1.00e-04,23692,25174.9
136500,2.970801,1.00e-04,23692,25193.3
136600,2.838063,1.00e-04,23691,25211.7
136700,2.746121,1.00e-04,23689,25230.2
136800,2.756465,1.00e-04,23688,25248.6
136900,2.832808,1.00e-04,23687,25267.0
137000,2.874231,1.00e-04,23686,25285.4
137100,2.837404,1.00e-04,23686,25303.8
137200,2.876634,1.00e-04,23685,25322.3
137300,2.886643,1.00e-04,23686,25340.7
137400,2.863121,1.00e-04,23686,25359.1
137500,2.881699,1.00e-04,23686,25377.6
137600,2.898464,1.00e-04,23685,25396.0
137700,2.857099,1.00e-04,23684,25414.4
137800,2.848375,1.00e-04,23683,25432.8
137900,2.917603,1.00e-04,23683,25451.3
138000,2.872523,1.00e-04,23682,25469.7
138100,2.897043,1.00e-04,23682,25488.1
138200,2.914235,1.00e-04,23682,25506.6
138300,2.834579,1.00e-04,23681,25525.0
138400,2.785117,1.00e-04,23681,25543.4
138500,2.990777,1.00e-04,23682,25561.8
138600,2.951765,1.00e-04,23682,25580.2
138700,2.939692,1.00e-04,23683,25598.7
138800,2.946152,1.00e-04,23683,25617.1
138900,2.885313,1.00e-04,23683,25635.5
139000,2.852937,1.00e-04,23683,25654.0
139100,2.987907,1.00e-04,23682,25672.4
139200,2.920407,1.00e-04,23680,25690.8
139300,2.882968,1.00e-04,23679,25709.3
139400,2.819504,1.00e-04,23677,25727.7
139500,2.772921,1.00e-04,23675,25746.1
139600,2.728122,1.00e-04,23673,25764.5
139700,2.823546,1.00e-04,23672,25782.9
139800,2.881630,1.00e-04,23672,25801.3
139900,2.870806,1.00e-04,23672,25819.7
140000,2.867580,1.00e-04,23671,25838.1
140100,2.899826,1.00e-04,23670,25857.0
140200,2.823691,1.00e-04,23670,25875.4
140300,2.813877,1.00e-04,23670,25893.8
140400,2.795233,1.00e-04,23670,25912.2
140500,2.736628,1.00e-04,23671,25930.6
140600,2.723147,1.00e-04,23671,25949.0
140700,2.938169,1.00e-04,23671,25967.4
140800,2.896914,1.00e-04,23671,25985.8
140900,2.829103,1.00e-04,23671,26004.3
141000,2.751438,1.00e-04,23670,26022.7
141100,2.652660,1.00e-04,23669,26041.1
141200,2.576281,1.00e-04,23668,26059.5
141300,2.764188,1.00e-04,23668,26077.9
141400,2.705597,1.00e-04,23668,26096.3
141500,2.667339,1.00e-04,23667,26114.7
141600,2.737283,1.00e-04,23667,26133.1
141700,2.692588,1.00e-04,23667,26151.6
141800,2.669386,1.00e-04,23667,26170.0
141900,2.751370,1.00e-04,23666,26188.4
142000,2.780916,1.00e-04,23666,26206.8
142100,2.759019,1.00e-04,23666,26225.2
142200,2.700466,1.00e-04,23665,26243.6
142300,2.636231,1.00e-04,23664,26262.0
142400,2.597832,1.00e-04,23663,26280.4
142500,2.647720,1.00e-04,23662,26298.9
142600,2.700821,1.00e-04,23661,26317.3
142700,2.648660,1.00e-04,23660,26335.7
142800,2.633038,1.00e-04,23658,26354.1
142900,2.635746,1.00e-04,23657,26372.5
143000,2.578810,1.00e-04,23656,26390.9
143100,2.574842,1.00e-04,23655,26409.3
143200,2.727341,1.00e-04,23655,26427.7
143300,2.723066,1.00e-04,23655,26446.2
143400,2.712533,1.00e-04,23656,26464.6
143500,2.704943,1.00e-04,23655,26483.0
143600,2.629760,1.00e-04,23654,26501.4
143700,2.614335,1.00e-04,23653,26519.8
143800,2.729235,1.00e-04,23653,26538.3
143900,2.746955,1.00e-04,23654,26556.7
144000,2.716439,1.00e-04,23654,26575.1
144100,2.724064,1.00e-04,23655,26593.6
144200,2.723250,1.00e-04,23655,26612.0
144300,2.703929,1.00e-04,23656,26630.4
144400,2.777578,1.00e-04,23656,26648.8
144500,2.772051,1.00e-04,23656,26667.2
144600,2.764052,1.00e-04,23656,26685.7
144700,2.722712,1.00e-04,23657,26704.1
144800,2.726022,1.00e-04,23657,26722.5
144900,2.713862,1.00e-04,23657,26740.9
145000,2.694631,1.00e-04,23658,26759.4
145100,2.648918,1.00e-04,23659,26777.8
145200,2.644086,1.00e-04,23660,26796.3
145300,2.603486,1.00e-04,23661,26814.7
145400,2.635648,1.00e-04,23663,26833.1
145500,2.585723,1.00e-04,23665,26851.5
145600,2.571897,1.00e-04,23668,26870.0
145700,2.722105,1.00e-04,23668,26888.4
145800,2.699493,1.00e-04,23669,26906.8
145900,2.673185,1.00e-04,23669,26925.2
146000,2.724479,1.00e-04,23669,26943.7
146100,2.713942,1.00e-04,23669,26962.1
146200,2.653657,1.00e-04,23670,26980.5
146300,2.648028,1.00e-04,23670,26999.0
146400,2.636840,1.00e-04,23670,27017.4
146500,2.647670,1.00e-04,23670,27035.8
146600,2.672317,1.00e-04,23671,27054.2
146700,2.659218,1.00e-04,23671,27072.7
146800,2.659409,1.00e-04,23672,27091.1
146900,2.701728,1.00e-04,23672,27109.5
147000,2.709063,1.00e-04,23671,27127.9
147100,2.689539,1.00e-04,23670,27146.4
147200,2.764980,1.00e-04,23670,27164.8
147300,2.743474,1.00e-04,23671,27183.2
147400,2.713349,1.00e-04,23672,27201.7
147500,2.713833,1.00e-04,23672,27220.1
147600,2.753325,1.00e-04,23672,27238.5
147700,2.697772,1.00e-04,23671,27256.9
147800,2.701609,1.00e-04,23671,27275.4
147900,2.762035,1.00e-04,23671,27293.8
148000,2.717513,1.00e-04,23671,27312.2
148100,2.686959,1.00e-04,23671,27330.6
148200,2.765412,1.00e-04,23671,27349.0
148300,2.704663,1.00e-04,23670,27367.4
148400,2.695028,1.00e-04,23670,27385.8
148500,2.747783,1.00e-04,23669,27404.2
148600,2.708574,1.00e-04,23668,27422.7
148700,2.712556,1.00e-04,23667,27441.1
148800,2.720736,1.00e-04,23667,27459.5
148900,2.698957,1.00e-04,23667,27477.9
149000,2.694458,1.00e-04,23667,27496.4
149100,2.772145,1.00e-04,23667,27514.8
149200,2.728481,1.00e-04,23667,27533.2
149300,2.708321,1.00e-04,23667,27551.6
149400,2.700130,1.00e-04,23666,27570.0
149500,2.617913,1.00e-04,23666,27588.5
149600,2.593179,1.00e-04,23665,27606.9
149700,2.695211,1.00e-04,23665,27625.3
149800,2.737714,1.00e-04,23665,27643.7
149900,2.716418,1.00e-04,23664,27662.1
150000,2.725137,1.00e-04,23664,27680.5
150100,2.720880,1.00e-04,23664,27699.3
150200,2.690107,1.00e-04,23664,27717.7
150300,2.652968,1.00e-04,23665,27736.2
150400,2.743695,1.00e-04,23666,27754.6
150500,2.734413,1.00e-04,23666,27773.0
150600,2.670373,1.00e-04,23667,27791.4
150700,2.713060,1.00e-04,23667,27809.8
150800,2.692789,1.00e-04,23667,27828.3
150900,2.662237,1.00e-04,23668,27846.7
151000,2.734829,1.00e-04,23668,27865.1
151100,2.685752,1.00e-04,23669,27883.5
151200,2.692064,1.00e-04,23669,27901.9
151300,2.747688,1.00e-04,23670,27920.3
151400,2.722535,1.00e-04,23670,27938.7
151500,2.676300,1.00e-04,23671,27957.1
151600,2.696809,1.00e-04,23671,27975.5
151700,2.656383,1.00e-04,23672,27994.0
151800,2.636011,1.00e-04,23672,28012.4
151900,2.700692,1.00e-04,23672,28030.8
152000,2.646216,1.00e-04,23673,28049.2
152100,2.644093,1.00e-04,23674,28067.6
152200,2.666875,1.00e-04,23674,28086.1
152300,2.687636,1.00e-04,23675,28104.5
152400,2.688096,1.00e-04,23675,28122.9
152500,2.659448,1.00e-04,23676,28141.3
152600,2.691779,1.00e-04,23676,28159.7
152700,2.635151,1.00e-04,23676,28178.1
152800,2.646526,1.00e-04,23677,28196.5
152900,2.715327,1.00e-04,23678,28214.9
153000,2.661486,1.00e-04,23678,28233.3
153100,2.677058,1.00e-04,23679,28251.7
153200,2.753846,1.00e-04,23681,28270.2
153300,2.632629,1.00e-04,23684,28288.6
153400,2.567829,1.00e-04,23687,28307.0
153500,2.542635,1.00e-04,23690,28325.4
153600,2.438007,1.00e-04,23692,28343.8
153700,2.382130,1.00e-04,23695,28362.2
153800,2.585074,1.00e-04,23696,28380.7
153900,2.550030,1.00e-04,23697,28399.1
154000,2.522578,1.00e-04,23698,28417.5
154100,2.718483,1.00e-04,23699,28435.9
154200,2.715341,1.00e-04,23699,28454.3
154300,2.681448,1.00e-04,23699,28472.8
154400,2.744323,1.00e-04,23699,28491.2
154500,2.729246,1.00e-04,23699,28509.6
154600,2.697218,1.00e-04,23699,28528.0
154700,2.655067,1.00e-04,23699,28546.4
154800,2.644291,1.00e-04,23700,28564.8
154900,2.606192,1.00e-04,23701,28583.2
155000,2.631385,1.00e-04,23701,28601.6
155100,2.637008,1.00e-04,23700,28620.1
155200,2.593934,1.00e-04,23700,28638.5
155300,2.589576,1.00e-04,23700,28656.9
155400,2.620523,1.00e-04,23701,28675.3
155500,2.573097,1.00e-04,23701,28693.8
155600,2.573939,1.00e-04,23701,28712.2
155700,2.704653,1.00e-04,23702,28730.6
155800,2.657632,1.00e-04,23702,28749.0
155900,2.638436,1.00e-04,23702,28767.4
156000,2.689227,1.00e-04,23701,28785.8
156100,2.614287,1.00e-04,23701,28804.2
156200,2.584633,1.00e-04,23701,28822.6
156300,3.028550,1.00e-04,23700,28841.0
156400,2.953950,1.00e-04,23700,28859.5
156500,2.936198,1.00e-04,23699,28877.9
156600,2.918507,1.00e-04,23699,28896.3
156700,2.886012,1.00e-04,23699,28914.7
156800,2.806060,1.00e-04,23699,28933.1
156900,2.930364,1.00e-04,23699,28951.5
157000,2.906963,1.00e-04,23699,28969.9
157100,2.862738,1.00e-04,23698,28988.3
157200,2.864073,1.00e-04,23697,29006.7
157300,2.799986,1.00e-04,23697,29025.1
157400,2.789257,1.00e-04,23696,29043.6
157500,2.848441,1.00e-04,23695,29062.0
157600,2.952170,1.00e-04,23695,29080.4
157700,2.926638,1.00e-04,23695,29098.8
157800,2.896543,1.00e-04,23694,29117.2
157900,2.886788,1.00e-04,23694,29135.6
158000,2.866889,1.00e-04,23693,29154.0
158100,2.892348,1.00e-04,23693,29172.4
158200,2.983727,1.00e-04,23692,29190.8
158300,2.927345,1.00e-04,23692,29209.3
158400,2.918331,1.00e-04,23692,29227.7
158500,3.049144,1.00e-04,23691,29246.1
158600,2.963351,1.00e-04,23691,29264.5
158700,2.938373,1.00e-04,23690,29282.9
158800,2.874225,1.00e-04,23689,29301.3
158900,2.798584,1.00e-04,23689,29319.7
159000,2.786041,1.00e-04,23688,29338.2
159100,2.961527,1.00e-04,23688,29356.6
159200,2.994283,1.00e-04,23688,29375.0
159300,2.935614,1.00e-04,23688,29393.4
159400,2.866772,1.00e-04,23688,29411.8
159500,2.820286,1.00e-04,23688,29430.2
159600,2.795650,1.00e-04,23687,29448.6
159700,2.824390,1.00e-04,23687,29467.0
159800,2.820725,1.00e-04,23687,29485.5
159900,2.802817,1.00e-04,23686,29503.9
160000,2.864227,1.00e-04,23686,29522.3
160100,2.915884,1.00e-04,23686,29541.1
160200,2.879861,1.00e-04,23686,29559.5
160300,2.883167,1.00e-04,23686,29577.9
160400,2.878591,1.00e-04,23686,29596.3
160500,2.802178,1.00e-04,23686,29614.8
160600,2.839105,1.00e-04,23686,29633.2
160700,2.819393,1.00e-04,23687,29651.6
160800,2.754724,1.00e-04,23687,29670.0
160900,2.758464,1.00e-04,23687,29688.4
161000,2.770504,1.00e-04,23686,29706.8
161100,2.740989,1.00e-04,23686,29725.2
161200,2.716100,1.00e-04,23686,29743.6
161300,2.805378,1.00e-04,23686,29762.1
161400,2.780452,1.00e-04,23687,29780.5
161500,2.741388,1.00e-04,23688,29798.9
161600,2.782963,1.00e-04,23688,29817.3
161700,2.788661,1.00e-04,23688,29835.7
161800,2.742102,1.00e-04,23688,29854.2
161900,2.804204,1.00e-04,23688,29872.6
162000,2.790922,1.00e-04,23688,29891.0
162100,2.760899,1.00e-04,23688,29909.4
162200,2.778545,1.00e-04,23688,29927.8
162300,2.805506,1.00e-04,23689,29946.3
162400,2.760276,1.00e-04,23689,29964.7
162500,2.762117,1.00e-04,23690,29983.1
162600,2.723496,1.00e-04,23691,30001.5
162700,2.685374,1.00e-04,23692,30019.9
162800,2.706981,1.00e-04,23692,30038.3
162900,2.658323,1.00e-04,23692,30056.7
163000,2.624685,1.00e-04,23692,30075.2
163100,2.643250,1.00e-04,23692,30093.6
163200,2.710116,1.00e-04,23693,30112.0
163300,2.680067,1.00e-04,23693,30130.4
163400,2.641522,1.00e-04,23694,30148.8
163500,2.707597,1.00e-04,23694,30167.2
163600,2.680788,1.00e-04,23695,30185.6
163700,2.669328,1.00e-04,23696,30204.1
163800,2.773899,1.00e-04,23696,30222.5
163900,2.682614,1.00e-04,23696,30240.9
164000,2.655183,1.00e-04,23696,30259.3
164100,2.705116,1.00e-04,23697,30277.8
164200,2.651103,1.00e-04,23698,30296.2
164300,2.615985,1.00e-04,23699,30314.6
164400,2.662962,1.00e-04,23698,30333.0
164500,2.681487,1.00e-04,23698,30351.4
164600,2.638081,1.00e-04,23697,30369.9
164700,2.708870,1.00e-04,23697,30388.3
164800,2.671494,1.00e-04,23696,30406.7
164900,2.641103,1.00e-04,23696,30425.1
165000,2.714247,1.00e-04,23695,30443.5
165100,2.755564,1.00e-04,23695,30462.0
165200,2.687489,1.00e-04,23694,30480.4
165300,2.682498,1.00e-04,23693,30498.8
165400,2.679978,1.00e-04,23692,30517.2
165500,2.677669,1.00e-04,23691,30535.7
165600,2.616287,1.00e-04,23691,30554.1
165700,2.766667,1.00e-04,23693,30572.5
165800,2.639280,1.00e-04,23695,30590.9
165900,2.649327,1.00e-04,23697,30609.3
166000,2.706707,1.00e-04,23698,30627.7
166100,2.651400,1.00e-04,23699,30646.1
166200,2.646952,1.00e-04,23701,30664.6
166300,2.751663,1.00e-04,23702,30683.0
166400,2.733083,1.00e-04,23703,30701.4
166500,2.713718,1.00e-04,23705,30719.8
166600,2.691225,1.00e-04,23706,30738.2
166700,2.584553,1.00e-04,23707,30756.6
166800,2.550102,1.00e-04,23709,30775.0
166900,2.717962,1.00e-04,23710,30793.4
167000,2.743003,1.00e-04,23712,30811.8
167100,2.711564,1.00e-04,23713,30830.2
167200,2.711404,1.00e-04,23715,30848.7
167300,2.708635,1.00e-04,23717,30867.1
167400,2.646517,1.00e-04,23719,30885.5
167500,2.666505,1.00e-04,23721,30903.9
167600,2.706384,1.00e-04,23722,30922.3
167700,2.653945,1.00e-04,23723,30940.7
167800,2.653512,1.00e-04,23725,30959.1
167900,2.646793,1.00e-04,23725,30977.5
168000,2.630406,1.00e-04,23726,30996.0
168100,2.580334,1.00e-04,23726,31014.4
168200,2.592965,1.00e-04,23726,31032.8
168300,2.510839,1.00e-04,23726,31051.2
168400,2.480867,1.00e-04,23726,31069.6
168500,2.644710,1.00e-04,23726,31088.0
168600,2.544268,1.00e-04,23726,31106.4
168700,2.547494,1.00e-04,23727,31124.8
168800,2.820869,1.00e-04,23726,31143.3
168900,2.751824,1.00e-04,23726,31161.7
169000,2.716764,1.00e-04,23726,31180.1
169100,2.941386,1.00e-04,23726,31198.5
169200,2.975574,1.00e-04,23726,31216.9
169300,2.908069,1.00e-04,23726,31235.3
169400,2.896242,1.00e-04,23726,31253.7
169500,2.886009,1.00e-04,23726,31272.1
169600,2.813534,1.00e-04,23726,31290.5
169700,2.837293,1.00e-04,23726,31308.9
169800,2.820038,1.00e-04,23725,31327.3
169900,2.765900,1.00e-04,23724,31345.8
170000,2.806945,1.00e-04,23724,31364.2
170100,2.882983,1.00e-04,23723,31383.0
170200,2.836175,1.00e-04,23722,31401.4
170300,2.823796,1.00e-04,23721,31419.8
170400,2.842758,1.00e-04,23720,31438.2
170500,2.786744,1.00e-04,23719,31456.6
170600,2.798685,1.00e-04,23717,31475.0
170700,2.877357,1.00e-04,23716,31493.4
170800,2.822450,1.00e-04,23715,31511.8
170900,2.825546,1.00e-04,23713,31530.2
171000,2.869661,1.00e-04,23713,31548.7
171100,2.797310,1.00e-04,23713,31567.1
171200,2.799319,1.00e-04,23713,31585.5
171300,2.850019,1.00e-04,23712,31603.9
171400,2.817326,1.00e-04,23711,31622.3
171500,2.759846,1.00e-04,23710,31640.7
171600,2.772240,1.00e-04,23709,31659.1
171700,2.721961,1.00e-04,23709,31677.6
171800,2.695631,1.00e-04,23709,31696.0
171900,2.718281,1.00e-04,23709,31714.4
172000,2.720161,1.00e-04,23708,31732.8
172100,2.674116,1.00e-04,23707,31751.2
172200,2.710200,1.00e-04,23707,31769.7
172300,2.742702,1.00e-04,23706,31788.1
172400,2.697965,1.00e-04,23705,31806.5
172500,2.724710,1.00e-04,23704,31824.9
172600,2.737584,1.00e-04,23703,31843.3
172700,2.694210,1.00e-04,23703,31861.7
172800,2.709059,1.00e-04,23703,31880.1
172900,2.757476,1.00e-04,23703,31898.6
173000,2.747598,1.00e-04,23703,31917.0
173100,2.773046,1.00e-04,23703,31935.4
173200,2.742853,1.00e-04,23703,31953.8
173300,2.716496,1.00e-04,23702,31972.3
173400,2.700902,1.00e-04,23702,31990.7
173500,2.753607,1.00e-04,23702,32009.1
173600,2.719178,1.00e-04,23701,32027.6
173700,2.684428,1.00e-04,23701,32046.0
173800,2.973164,1.00e-04,23701,32064.4
173900,2.942975,1.00e-04,23701,32082.8
174000,2.888312,1.00e-04,23700,32101.2
174100,2.796402,1.00e-04,23701,32119.7
174200,2.724448,1.00e-04,23701,32138.1
174300,2.690640,1.00e-04,23702,32156.5
174400,2.730776,1.00e-04,23702,32174.9
174500,2.726663,1.00e-04,23701,32193.3
174600,2.699142,1.00e-04,23701,32211.7
174700,2.732317,1.00e-04,23701,32230.2
174800,2.732960,1.00e-04,23702,32248.6
174900,2.684582,1.00e-04,23702,32267.0
175000,2.711582,1.00e-04,23702,32285.4
175100,2.722890,1.00e-04,23702,32303.9
175200,2.709904,1.00e-04,23701,32322.3
175300,2.738585,1.00e-04,23701,32340.8
175400,2.810979,1.00e-04,23700,32359.2
175500,2.767920,1.00e-04,23700,32377.6
175600,2.785914,1.00e-04,23700,32396.0
175700,2.846208,1.00e-04,23700,32414.5
175800,2.821533,1.00e-04,23700,32432.9
175900,2.813498,1.00e-04,23699,32451.3
176000,2.800701,1.00e-04,23699,32469.7
176100,2.750507,1.00e-04,23698,32488.1
176200,2.720046,1.00e-04,23697,32506.6
176300,2.809639,1.00e-04,23697,32525.0
176400,2.748723,1.00e-04,23697,32543.4
176500,2.741738,1.00e-04,23697,32561.8
176600,2.793601,1.00e-04,23697,32580.2
176700,2.738167,1.00e-04,23697,32598.7
176800,2.695842,1.00e-04,23697,32617.1
176900,2.717790,1.00e-04,23698,32635.5
177000,2.689508,1.00e-04,23698,32653.9
177100,2.654414,1.00e-04,23698,32672.3
177200,2.723184,1.00e-04,23698,32690.7
177300,2.746729,1.00e-04,23697,32709.1
177400,2.677791,1.00e-04,23697,32727.6
177500,2.779166,1.00e-04,23696,32746.0
177600,2.832621,1.00e-04,23696,32764.4
177700,2.785570,1.00e-04,23696,32782.8
177800,2.801009,1.00e-04,23696,32801.2
177900,2.761097,1.00e-04,23696,32819.7
178000,2.721846,1.00e-04,23695,32838.1
178100,2.697465,1.00e-04,23695,32856.5
178200,2.477610,1.00e-04,23696,32874.9
178300,2.459343,1.00e-04,23697,32893.3
178400,2.429878,1.00e-04,23698,32911.7
178500,2.438272,1.00e-04,23699,32930.1
178600,2.413218,1.00e-04,23700,32948.5
178700,2.368550,1.00e-04,23701,32966.9
178800,2.468800,1.00e-04,23703,32985.3
178900,2.439148,1.00e-04,23704,33003.7
179000,2.415701,1.00e-04,23705,33022.1
179100,2.443753,1.00e-04,23706,33040.5
179200,2.430254,1.00e-04,23707,33058.9
179300,2.424732,1.00e-04,23708,33077.3
179400,2.433501,1.00e-04,23709,33095.7
179500,2.420181,1.00e-04,23710,33114.1
179600,2.405289,1.00e-04,23711,33132.6
179700,2.418063,1.00e-04,23712,33151.0
179800,2.392092,1.00e-04,23713,33169.4
179900,2.375720,1.00e-04,23715,33187.8
180000,2.433722,1.00e-04,23716,33206.2
180100,2.418045,1.00e-04,23717,33225.0
180200,2.410463,1.00e-04,23718,33243.4
180300,2.415989,1.00e-04,23719,33261.8
180400,2.431652,1.00e-04,23720,33280.3
180500,2.421936,1.00e-04,23721,33298.7
180600,2.429992,1.00e-04,23722,33317.1
180700,2.406649,1.00e-04,23723,33335.5
180800,2.414492,1.00e-04,23724,33353.9
180900,2.388720,1.00e-04,23726,33372.3
181000,2.420749,1.00e-04,23727,33390.7
181100,2.400536,1.00e-04,23728,33409.1
181200,2.406309,1.00e-04,23729,33427.5
181300,2.812913,1.00e-04,23727,33446.0
181400,2.771702,1.00e-04,23726,33464.6
181500,2.734141,1.00e-04,23723,33483.5
181600,2.911111,1.00e-04,23723,33502.4
181700,2.838047,1.00e-04,23722,33521.0
181800,2.782965,1.00e-04,23721,33539.8
